,Total_B_1,Total_B_2,Total_B_3,Total_B_4,Total_B_5,Total_B_6,Total_B_7,Total_B_8,Total_B_9,Total_B_10,Total_M_1,Total_M_2,Total_M_3,Total_M_4,Total_M_5,Total_M_6,Total_M_7,Total_M_8,Total_M_9,Total_M_10
BLMH,20.8026003251673,25.4575747626606,25.5409098554964,25.2205176739088,24.840333450464,25.1541413162706,25.2346551959706,14.9318578240166,24.9113195668639,25.330739663144,25.0900671796287,24.9593861221078,25.4897137283138,25.0729604854949,24.8970758299433,24.9895386379615,24.9622136374094,25.1502722540909,24.7130332023093,25.062211200733
BLVRA,26.5601963714843,25.7674421281619,26.9537144121944,26.3489654243523,26.5731290484099,26.6925878345647,26.6643804414071,26.608371923198,26.4681499463729,26.6163873068774,26.945812263381,26.3485602725146,26.4313028624199,26.1858413562478,26.2000403922365,26.5886368705258,26.5980411381662,26.0859411458568,26.1529043449364,26.5801778144987
BLVRB,29.1400224250039,29.1370686078862,28.9123079548507,28.4388082200793,28.925922006183,29.0880814819366,28.8161970141755,28.8065806449796,28.8965735882435,28.9878540341979,28.4439139896715,28.4908691729968,27.9885313621857,28.4098528278239,28.6538296509665,29.3967676217001,28.482046026495,28.5367146918607,29.5699863816322,29.8058583638573
BPNT1,25.8572832173348,23.833522579935,25.827428576014,25.9215249934015,25.8833661513569,26.1339862908994,26.2087722651384,25.3066775264676,25.8530763094825,25.8726044344569,25.6793855982358,26.2485107606829,22.0050716137432,26.1989170895266,26.7610376214413,26.6221253458405,25.9725486458531,27.012332810813,26.2211633029855,26.0118638080767
BSDC1,22.3624425772789,23.6170310752823,18.1583135247469,22.3714909511813,22.453548966846,21.4776995071637,23.2543620216548,23.0252088079063,23.0140196600599,23.0132490579805,22.7895694635565,23.5402595534611,21.79179134922,23.667632197196,22.7126554565367,23.573461358428,23.0377996190228,24.4388557989695,23.5386029152728,21.7841831899021
BSG,27.476146686663,25.9318615869958,22.6619745951978,22.7243496452934,26.3506523333771,22.3407312415902,25.7527940635158,25.3658965517235,27.6275623824341,25.6975275753699,27.5220807693058,26.2253068909244,25.943064208162,26.22138459503,26.816532734033,27.8652592242764,26.0555657730161,24.93021540833,27.0028163887856,26.5993188017546
BST1,22.6719457844655,26.2866024582289,24.9518485133164,25.2404900212073,24.7196800106128,20.4652616956926,25.1238416544971,25.6122586176393,25.5500128060631,25.148644148705,23.0701442415243,25.6209236471888,22.3566974520821,25.1047759725973,22.1264676200624,24.6141418666718,22.7208295247396,22.3872933314121,22.2412769970474,23.4568535188997
BST2,25.2343628343331,26.1394614209655,23.3046646426573,25.6884050643721,25.6771017258102,26.0457689916961,19.8838292159767,22.7476794408736,25.3198270014465,25.7748489783092,22.6518889072548,23.4825092594385,19.9212388851564,22.2123988362697,22.9948612469744,19.1985979184862,22.4611970307964,22.4546701330949,23.2092107302786,22.9368406183294
BTF3,26.3624225107234,26.5108392451733,26.466688390924,26.6196090166429,26.2364446193691,26.4839302689699,26.7784379298734,26.823716696838,26.3579675219745,26.4275514748686,26.3422319104018,26.9522707731152,27.338071226137,26.5594088343682,26.75798994132,26.7893008024818,25.98537501302,27.2607818826669,26.8214071200902,26.3325504418542
BTF3L4,25.6866697882558,26.3371015072002,26.7701422219925,25.3993045266242,25.7624323260759,25.7053539586881,26.3272140889679,26.6720914276791,26.5568682864223,26.2529194707488,26.1856523486436,27.5485584244295,26.0027734763378,26.6347800367153,26.4953063465015,26.9421246476984,25.3901146260885,27.4652876404641,26.7288410013541,27.2650817530938
BZW1,24.6872039417074,24.4089220959587,24.7234868024326,24.6494368820568,24.648614318011,24.5994606945544,24.7308113298502,24.3207223367435,25.1173558434994,25.1032958134005,24.4253439777849,25.812792678544,25.2406719797935,25.4588891772012,25.3194480384114,25.0103491674747,25.0666108555578,25.3859748014498,25.3887688436878,25.6571734103331
C11orf54,28.3699445997232,28.2483931311101,28.2349840320098,27.4982315322868,27.9293690377477,28.1882490351746,28.1692565602495,27.1279002035899,27.6066787845694,27.6308980949973,27.5826202605031,28.4725102560824,28.5385659150281,27.8457144783243,29.0910362985909,29.1829089521128,28.6022248184426,28.4103786281783,28.312851941828,27.8128661062353
C12orf10,24.8369194689051,22.5250505701294,22.3723541261832,23.7433539726081,23.2739683583173,17.4423865085436,21.6987269229348,20.6994124960905,23.8113723414515,21.8466389873096,20.8932453539377,23.4682431868939,25.0183947870262,24.4738885360045,24.8808700376524,24.313613240229,22.0309018084668,24.7073566041806,24.2769649447154,24.6571461456884
C14orf142,24.1586164675952,24.1815447730483,24.2117083123212,24.4282865572594,23.8612648989079,23.6754066373064,24.486280198334,24.414481372195,24.3981956893657,23.9251523635716,24.4348536921968,24.993603910409,25.5723051674374,25.0958721524178,24.8525763697764,24.84345185873,24.6906711268438,26.0172693984159,25.0650498972451,25.335654223297
C14orf159,25.6452918742837,21.9978967340854,20.6860324214021,26.2316190587836,24.8412456825785,25.4716268452774,23.3012834163205,25.0245370786483,25.2927403604828,25.8658019767456,22.6823099671261,20.1159328827366,23.4779942129696,25.1803310855771,24.5713216760431,25.6217342050005,21.6389115156624,20.3375519490566,24.5259976855336,21.5165544891256
C14orf166,27.3878819106794,27.1135655681739,26.9170689996291,27.3792304110219,27.0693794527403,26.9460354525895,27.9186620063823,27.5838399346288,27.335517933557,26.9388762161706,27.3201886460522,27.269458025184,27.9845169415679,27.5980411381662,26.9027672147087,26.9654320211905,27.0953691732819,28.3643609883437,27.5579346932914,27.6601693799674
C19orf43,23.0647599372228,21.4316546893697,24.8837623328893,23.7929444006059,24.1738661946432,24.5642439396749,23.554642270317,21.5662745124877,23.6112252424244,24.2955806228828,24.5161102226152,22.594280313657,22.3412544693385,25.0391727532044,25.0948660187269,25.5047612931058,25.0416394351764,25.3276937994647,22.1891906086851,24.5973592546414
C1orf123,27.4973941944213,27.5000567661086,28.3144951518954,27.4702619198568,27.9205940099556,27.458341650003,27.0432259155873,27.7121411435872,27.0705058782828,27.5505413088112,27.6560142083,26.757354196789,27.6295786308616,27.2407265628946,27.4005590937177,27.0089183989458,27.340110611621,27.4602961508586,27.1400468115359,26.9815259973108
C1QBP,28.071222236892,28.2756425070817,28.453365280736,27.7625590505734,27.7567817870842,28.1498169573043,28.1169891578265,27.7522581298834,28.2546233296658,28.2589415670408,28.7317890133991,28.7868731227256,29.0428085898566,28.9147617125326,29.2751984642832,29.2378809422712,28.1222821867669,28.9811993370488,28.9396890100257,29.2160456871346
C1QC,25.1982052118382,25.2610510003498,23.1994339607914,25.986959474059,25.9283414409406,25.2520893503696,26.3866820411965,26.0722654373555,25.5332056655106,25.8695955375125,26.0848875217246,25.5332650858051,22.3325283216847,21.9940861133435,24.8182162586546,25.0765122642052,25.1008121372016,24.2896131174292,21.390557675111,23.4224195747825
C1R,25.0094524337625,26.4152231426058,24.5629057134517,26.0663645007106,25.8066851152899,25.3939481411652,26.7855642165006,26.0053031293452,26.175504170891,26.4164639488853,25.7733153062061,25.1656483013744,26.1053156527824,25.4816996734686,20.4873792702874,24.8572832173348,25.7507257929991,21.9775917855085,25.4305852663175,23.0293072228686
C1S,23.5170118882604,24.8892046285141,23.0529653220164,24.7096194080498,24.0703830382265,23.6090768115889,25.6200566849485,24.7989708750517,24.2585372809121,24.4023657077425,22.9737050727495,24.7101451332363,24.2734120319192,23.8490958010414,20.4326203297383,23.4605148901572,23.3611798914168,21.9543119522089,23.5754247590989,23.4018451141272
C2,23.9149726549483,25.6006236894105,25.0756557385631,25.823570938166,24.1187820579574,25.1466258502287,27.1622135171529,26.5418995254704,24.3366078911428,25.5488376618917,20.0392076685966,21.919526536991,25.2732341563915,22.5953127488904,24.1982801628754,23.5174925462828,23.6176208109322,21.8731598122121,18.2933366473205,22.2130145330875
C21orf33,28.4843529241551,28.2017237080907,27.666616810615,27.8005145579665,27.9090774738643,28.2177104421585,27.5979701236679,27.4826230968248,27.9785288394499,28.0108933411308,28.252459354323,27.8260225821471,28.3646532051096,28.581148104259,28.8345465651566,28.2943014436515,28.6866564318853,28.5455421567044,28.7839420189044,29.0491337552858
C3,31.20250624854,32.8046281169856,32.4413930479414,32.5792518372104,32.6472946656598,32.3304191236039,33.2612247788438,32.8044742623368,32.2236600888725,32.596726803765,31.5116386601053,31.1723002847568,32.0932358511095,31.2422949445463,31.9757577458538,31.2188192125788,32.17732922734,30.1775965498523,31.7644585834889,31.1023699421464
C4A,22.0495152372545,22.7842828856494,22.9594814570923,20.8631657328557,26.0558760233433,22.7090898176415,25.805307958068,22.5236673107344,23.3640441413286,26.3957793876663,23.2380144787907,23.3047126243677,25.1249066506796,26.2824370504533,24.6364405337805,23.804889632239,26.7846909521489,24.2227300574751,25.5196835187123,24.4492222117236
C4B,28.9035431430583,30.8366546680859,30.3588814134591,30.5774071022313,30.7341657101819,29.8862592670829,32.0710879467445,30.9769187037965,31.2480198199155,31.9793400488849,29.5766685472651,29.9625115291148,30.6850360548316,32.1085519936795,29.845609805719,29.7046912880063,31.7631133394074,29.810738248347,30.8464768638801,30.1248475048456
C4BPA,26.492634985073,25.6776663130142,21.7051639458509,27.6708766401846,28.1467132389195,26.5570582521926,28.5760738258382,26.8709127021587,26.3983751178891,27.4102168638634,26.776431225155,25.9248579799146,26.029368960025,26.1041360901049,26.4307926085234,25.9364294669288,27.0382100216485,24.584341853835,26.278826727192,25.6905112861965
C5,24.7958537797644,24.9671484937795,24.9339110460184,25.2650996424372,25.9092148450457,25.1816205946245,27.2047114286323,26.3850532249545,24.7151823714479,25.5416780165406,24.4610147411941,21.9009105176665,24.2768229960716,23.8008477766672,25.1508532753124,24.3502982460607,24.5168916987288,19.640800370136,21.4482408588591,22.9320470806189
C6,24.6130740570448,25.2597946881119,24.9583686286679,25.2649207390204,25.4529962678719,24.4613895158529,27.0140369911998,26.3405520987549,24.841005677414,24.9994653788758,24.6616650349196,23.3069361491023,21.8117826426921,23.9687750565026,23.088585992005,21.618576587658,24.5964495749795,22.0858918793662,24.6334502616392,22.7383251428712
C7,25.7571761381059,29.2692350670738,27.7802540982024,27.7142392280012,27.4280628761779,28.7761174252536,28.1530590243662,29.3486193642445,26.6261702226803,28.3033016599468,26.2288700550666,23.137994732383,27.1358462542292,22.5744600017467,23.0828756075479,25.5813564517538,26.8842515834468,22.6795311549164,26.653351337784,25.5648253902071
C8A,22.3454217830498,26.0880663134228,26.1295911769414,26.0174818030924,25.766532548071,25.9668845539615,26.5780192758073,26.7990944304871,24.9922212735464,26.0387333250171,25.506426960617,23.4553209376292,25.7478866719854,25.4506071789242,25.2744432777251,25.0725925605452,25.5835100069034,21.9457961436561,22.9983676795538,24.7297227967578
C8B,25.2424903045545,26.3442992946471,25.4422140734142,25.8746459677805,26.2940384580744,25.9679180425542,26.9051798448436,26.6961748124338,25.8298011116878,26.5961936241935,25.0192859813556,20.702298615126,24.8638660117808,24.8886473882442,24.844266331668,24.6326739931023,24.9616839002322,23.308723197191,24.8870208736674,23.4548558852998
C8G,24.0338067632549,25.7311480903766,25.2909140306109,25.6116115619467,25.9945105462582,25.6483125936471,25.6896051878682,26.1202464217485,24.9947694804571,26.0260791305545,25.2563071801779,21.5485095973396,21.9875133891793,21.3210243603645,23.026009970205,24.7251003516679,23.0626717402119,23.4156134416344,22.8398518183711,23.5697545408328
C8orf82,25.0327563845839,20.437908635741,23.9931719787149,24.0961939670613,24.0142711586544,22.4427205793937,24.5038519359746,23.7436560044953,24.1517437202934,24.1621558812041,24.171042990436,24.8056277724653,24.3819220532404,24.2565231471014,24.010861336597,24.7703691024544,23.6734669514199,24.5515097279631,21.7858858294371,24.0923274453744
C9,27.0117998413434,27.3447733585768,26.5257438568505,26.7643320257415,27.9600824701933,25.9604691850585,27.14180155942,27.4282226519177,25.9486664809959,27.4875380639237,26.8657311945238,25.9035718731325,25.9475076360361,27.166816948697,25.8823868832394,21.8433387483551,28.5126938127264,23.1077812404776,26.723382640486,26.1629625750293
CA1,28.429819436852,30.6251426434589,28.1731704445183,28.9655971554024,30.1350389331064,28.6832465150118,30.4654822704868,30.5937028441232,28.9442769021763,28.6013040321222,27.8382788167806,29.3801598428669,27.384427534038,27.6600333344167,28.9006384545166,28.2056438238311,28.5532908015073,27.924563536176,28.6656007088891,28.7349247811221
CA2,25.3870930677695,27.0741862247708,25.0946244421957,26.0030309318808,26.581615048171,25.0802586799878,26.7825679640406,27.1875413113238,24.9998954307587,25.5742701411574,25.6080898713807,25.9736218760051,20.5410294913221,25.0474757567639,25.4169953964944,25.4882125643376,25.3545079407994,25.4427519379488,24.9804150505163,25.7308890507952
CA3,20.8501867668288,29.2299977802145,28.5538766823918,26.1653224440321,23.2045228287985,27.7233175354502,26.4938109935452,28.5805372571697,28.5199084302476,27.6944488622412,22.4286104471192,22.9713473004476,22.7220623440865,21.7166226359879,22.8641389222669,21.5937971454446,21.6681019340305,22.8279737727402,23.5478052265272,21.7207861981064
CAB39,25.7417545770195,24.7603016884751,24.8242024527486,25.925944636516,25.2751185220631,25.0370371328425,25.802475738896,25.7344596956762,25.5751073312716,24.9907507685359,25.1314371858486,25.2083629741134,25.789848022207,26.0963749562569,25.3688961959608,25.4157389319585,25.5598755749225,26.6620726718541,25.8590147030129,26.5266246002975
CAB39L,24.3613184201244,21.992235211584,23.230769259718,22.7429703699868,23.7444774678859,23.1580000300316,22.8170950726022,23.8054801746299,24.3673971534476,23.4017149363657,23.5747320992276,22.4661130715976,24.5907510446773,24.2219192440447,24.024029742443,21.4559718767167,24.4979575479353,25.2983104156384,24.8276950755143,25.9199578709688
CACNA2D1,25.1093667962031,26.9714746167239,25.4491592270675,26.4812377400507,26.2325342305584,25.8128661062353,26.8400212385898,26.6982962281873,26.0532885630196,26.2905801242748,25.0322939755865,24.8679709470492,25.4616080894524,24.3182415842469,23.5748475656362,22.7971454964888,23.3655962439878,22.0832829629672,23.9961927884351,23.5604759721473
CAD,21.3787508453828,25.7076199033328,26.1245714588878,25.7635471198127,22.9465067660982,26.4048684404655,26.4713012417309,20.4155193942331,26.6025788106026,26.1091077040175,23.2535428359354,26.7228617179164,26.3630411011841,26.9405573525514,26.3732014365994,26.8600573353497,26.342825315545,27.4034063317465,26.2736254536077,23.0701926045943
CALD1,32.9451878476679,32.9421666054131,34.0027795109779,33.4034977569659,33.8093319876067,33.3089146849805,32.2955116549886,33.0546068070577,33.0052080796074,33.2147292868576,33.4138723516474,32.7408543795231,33.0466284806098,32.2489529168435,32.2290580704852,32.5112144974389,33.2333505313753,31.2453585947679,32.293347892763,31.5560442029962
CALM1,29.9575386190328,30.3260312639345,31.3315940872382,30.1485568769009,30.1307501180881,30.2434303885219,29.4374198116948,30.151463095861,30.0235328028095,30.0231361856136,30.3590909400067,29.4308165307067,30.5815432204823,29.7098757230104,30.1319767953501,29.9676047758067,29.1253156763247,29.545523745471,29.572933961222,29.3955220090385
CALR,31.4788005186543,31.335432745931,31.164289277289,30.9997422394747,31.1182399654463,31.4995721635566,31.1632697683532,31.0808711280309,32.0438777454637,31.2463217323361,31.7407739774253,31.9255683611167,31.8732397899922,31.7469118341983,31.6851196239248,32.1464340620462,31.8639309795539,32.2762251059235,32.4362137876265,32.0482049391106
CALU,28.2620373359145,28.5591754074538,29.6209550997339,28.7499270558144,28.208297848925,28.8077478243397,28.25727877684,29.1591123160175,28.5527413220076,28.4887641938527,28.3182070992989,28.2246723127596,29.0061917421989,28.6569689129374,28.6346415756527,28.6349877033962,28.6424094344752,28.9227502507327,28.8162580599607,28.6666845252916
CAMK2D,27.5249223403045,27.3614355607065,27.5403778119997,27.6807005425146,27.7500229276288,27.6384444211725,27.309299677674,27.6995543444243,27.1369219801187,27.6020831972546,27.1104823539937,27.0374770778953,27.5422243437261,27.0005617579373,26.9536034143069,27.5108090698971,26.9343835849312,27.4258241558692,26.5489552193927,26.9038016931316
CAMK2G,26.7649647034874,25.4621387732267,26.1919330230632,26.8426609009113,26.9553783565265,26.2531720213036,26.3245728262225,26.2548665738963,26.1009123682083,26.0719586919861,26.0754517289129,25.0965157099353,26.0133981594369,25.0956709818059,25.475559288989,22.3190474657639,25.5289209598514,22.767071616867,25.5586500587653,22.9650934325072
CAND1,29.4528156527068,29.2177797652803,29.1215907441268,29.4211957945823,29.3259669521724,29.2290122153252,29.474097485971,29.2298602999443,29.4291809349425,29.3980529461938,29.3766662073674,29.5405625715621,29.4485489208204,29.4935247161277,29.5292114721092,29.5929013221194,29.4054163494385,29.8406215860833,29.4577939149301,29.7546650796025
CANT1,26.3188277022799,19.0856908869197,21.4226917989744,21.4123171713688,21.9701758795325,22.2211733837177,25.5293678775592,19.7319581897194,25.5582413219302,25.0765122642052,26.8595835049683,27.1391686365828,25.6518196690658,26.3105309643488,27.5994606945544,27.0458314699182,26.2842741362041,29.0291003610654,27.8128049167521,27.1419963997257
CANX,30.6475305595793,30.2949367942845,30.4217174778661,30.1043710799319,30.4029389567881,30.512674977481,30.2541727690623,30.4065926359461,30.5533457379486,30.5138046571792,30.8623798135514,30.8082389859219,30.4369831786709,30.9305820147714,31.1014309524353,30.8634879594242,30.9388061262908,30.8845281695682,30.7087416773284,31.6643295745231
CAP1,29.1046710113356,29.6489022687779,29.4362286829607,30.0053084840737,29.8862301901621,30.0154467433731,29.7867017858963,29.5594307162051,29.7840980787284,29.9574002376562,29.9433549005308,29.9408373515898,29.2617011609064,29.9565696705401,29.4609600784212,30.0319680984114,29.7413206233485,29.7564159619474,29.4218980165988,29.1896163176242
CAP2,26.2137488734681,23.5978348860965,26.0623759154517,26.3785195079753,26.4447908374843,26.0171844277885,25.8174113398063,25.9807636749464,26.1844610309987,26.2093116077749,26.145207471523,26.1530203560635,25.6109923674368,24.9167957360539,25.4341219491372,25.5939165081388,25.4702929552343,24.3444178252343,25.0527912391661,23.495741834563
CAPG,28.8788256084409,28.870824536727,28.2325159328111,28.4347185067566,28.4555617013078,28.2708395969272,27.6415484015642,27.7702052479221,28.7174133318018,28.9113652876024,28.0553795907896,28.3207911856801,27.7807547080676,28.5899942978068,27.1835716290683,28.7885231447474,27.6445769609683,26.8469699575846,28.4936583193252,27.7173152682221
CAPN1,28.7410473262778,27.9019045823663,28.8952738759037,28.8019641153954,28.9243936374487,28.9884771876474,28.8328578621025,28.7339233694034,28.8113049631482,29.0840562367458,28.4496708978235,28.0148883270899,28.5671415967488,28.6339144369768,28.7308825742097,28.8446973371439,28.8779192919293,28.8514151271236,28.6541370542932,28.6062551892522
CAPN2,28.2536769898215,28.7010758607604,28.3041289557812,28.5373443742978,27.2464463266924,28.6386170398406,28.5030937002705,28.5680844399118,28.5587741166809,28.6198888256121,28.4093673035046,28.5725003396661,27.9851686880116,28.1437487793686,27.208902469754,29.0895975284963,27.9128504233816,28.1611564920648,28.3259883897449,25.5648544565831
CAPNS1,29.5051021543102,29.1342801287851,29.6237307058814,29.7311901799158,29.3496741664037,29.5745588822853,29.8705012173729,29.708100300448,29.6172109280096,29.4165122703948,29.0446595527666,28.8818328360815,29.7739817738975,29.2497272117401,28.9282680131534,29.2584698888746,28.9304692227114,29.3537384843649,29.4370228780433,28.7212978206999
CAPRIN1,25.4733311880969,24.95832437354,25.0919644271194,24.5255795909609,24.5886940511223,24.7134528038657,25.2097763965472,25.2198532967195,22.3683712588021,24.9707947157351,25.5614497104206,25.9837453277362,25.1544890234523,25.8332560916241,25.9117310013572,25.5254601131106,25.341197106255,26.1679655151009,25.6795735208124,26.0891378293482
CAPZA1,28.3711501540064,27.8172649426636,28.2578632188333,28.2070412877363,27.9776011840784,28.265931252019,28.1397053625702,28.0407723963912,27.9390444179905,28.2107612538041,28.1737423184891,28.6042414112727,28.471929125642,28.7198953883984,28.4103381887999,28.825567765031,28.8939729916076,28.7982911309469,28.616913076769,28.587957677635
CAPZA2,28.793833970442,28.4647814794881,28.8697955417182,28.8149755557125,28.702364586246,28.7933999000218,28.5361588613835,28.8963714876561,28.4623650348845,28.5947352605126,28.6889585786908,28.5521916331479,28.5044582377448,28.8488809704192,28.5833019702057,28.6572415696906,28.6614271935068,27.9801644246612,28.0977818754665,28.2126640252724
CAPZB,29.3577494439692,29.0896732890208,29.1243052216821,29.2604454149532,29.4269039725746,29.2904395090098,29.1904643243996,29.1208495448019,29.0743138460757,29.3295640031575,29.446716451474,29.5320947983178,29.0428085898566,29.4577352166935,29.3146896186782,29.5854526253396,29.1724075930959,29.2648133863206,29.262463045168,29.1224549956598
CARHSP1,22.1118125421267,25.670822625881,24.3912624723074,20.3494503918361,25.4798202212601,25.0691130781465,24.8650467872808,25.1909540567697,25.158577947963,25.4473630074601,25.3761693830357,25.0752476904099,25.4624196444514,25.0709152696138,21.9218714220973,25.5327302150294,22.4198314320134,25.5414712441836,24.7568962871955,24.8575679878804
CARKD,26.0192859813556,26.2343080099295,26.3762190731687,25.1694764009508,25.6514912426707,25.9210028083768,25.3224425752333,24.4489072609417,26.0971790780869,25.9883688324676,25.5176727517633,25.5914360579648,26.0337017597947,25.6142542217235,26.10083218396,25.9823749680041,26.2228958495545,25.9475968110112,26.4662994299767,26.6793587501551
CARS,24.8959672015274,22.1834519446111,19.5967736642713,25.4270398922154,25.1545662803357,24.8838089353294,25.3458056016725,25.4012266651183,25.2727715773563,24.8023278182164,25.2258217057687,25.1460042668323,24.0175879937048,25.1411389054847,25.0036743698046,25.1967053728,23.1220770116555,24.7895495644517,25.1927232419397,25.4063939514105
CASC4,23.166614883424,21.7018071022323,23.7414961010106,23.723614856573,21.6647002647891,22.4914551460399,23.4722120399871,21.5256026003306,23.1899532271493,21.8413597780742,25.0407201484947,25.1235259490325,22.6143218429391,25.6732512696971,22.2483132534509,25.1129892096043,24.0567237006465,24.6790096796316,24.5971318884944,22.6685967890272
CAST,28.0575502231789,28.9718308884745,29.4609991234703,28.7275432635308,28.5249223403045,28.8217720359998,29.2071576819825,28.6830122053098,29.0697123518344,29.1362375200912,28.3928433645012,28.7489999663338,28.9695547165744,28.8856194394124,28.4182427239352,28.9706246904108,28.5129951432149,29.5633458650417,28.8047973381507,29.1812035266344
CAT,29.5242498422802,29.9082758811711,29.4575199693912,29.3939481411652,29.7405005767713,29.297147385536,29.308171521249,29.8116265130868,29.8671903754847,29.391655809441,29.2342531834426,29.0211249810193,29.1615649799332,29.1200832385724,29.6416173031112,29.5673229606019,28.9286351147229,29.0776280435981,29.3018418501471,28.9430753897209
CAV1,30.1132177931395,29.5785412186661,30.0797909097112,29.6833134536519,30.0458314699182,29.8166700514609,29.5472901533329,30.1964802623986,29.6773101110983,29.9465653886188,29.4418184568157,28.5222304652894,28.9257522673699,28.5379367656384,28.9540750963608,28.7063885667923,29.061958944869,27.1650923827634,28.494078134559,27.1222821867669
CBR1,30.7845661569375,30.1189206425247,30.1336923931546,30.1611084270637,30.3941730845806,30.3957058556008,30.2569864670343,29.7970080138392,29.8479108505581,30.2263041778983,30.2581104114982,30.3078025094481,30.3622301920778,30.2488681147837,30.2051310810445,30.5154975198725,30.5264529721466,29.5366591184485,30.0755894385911,29.7724880809043
CBR3,25.8625187478314,18.9970261591407,26.6903247830561,26.7855642165006,25.3699612349117,26.432083839123,25.4280309189064,26.2148421682448,25.6475991760232,27.1898990419366,27.1291784477036,27.8293535337034,26.4594677658107,27.7713392440825,21.8584853460213,27.8219544593472,26.6000281262396,25.6500123979662,24.6353891075712,22.755508674845
CBX1,23.6387620235622,23.4111162803231,23.9313882211721,23.5304005647182,20.5578875312577,22.3692812473231,23.1961704448584,23.0854873713376,23.7090408889873,23.1265253195222,23.5819884945164,24.6698500224458,18.9237132875316,24.170813839668,24.0648032756813,22.8016373613092,23.0591648487922,24.7959528387483,24.0022154983306,24.8221125409253
CBX3,27.5030937002705,27.3574138749636,26.6349184844906,26.7232524274762,27.3102535830043,27.3013839936081,27.3983588071273,26.7287112800898,27.3297992118114,27.4599054624599,27.3539697849017,28.5615808108833,27.8121928791386,28.3731433432237,28.5873854776162,28.015047896656,28.6233818664956,28.3585041889725,28.3856621896896,28.733147605242
CBX5,25.8377616937605,25.5406438582742,25.4174139749521,20.0500127556739,25.5041551187099,25.787060012426,26.0865486560946,25.4756829715336,26.2661010917955,25.8919644366115,25.868465581316,26.7811925992487,25.8771060461546,26.6716866121573,26.2819066868561,26.0969579892596,26.3269913120049,26.6697959696914,26.895158289232,26.7389234913818
CCAR1,21.7955130474314,22.8552528861424,21.6176149841828,23.5461507019487,23.3835556212417,19.2163759978412,25.7445287938208,21.7947194002261,20.3420993843579,24.618853261242,25.5380404091191,25.5423276796546,22.1610402592924,26.2550467283702,26.0830621211117,26.1358658200427,25.5067901235584,26.1753328418719,25.6310646783404,25.9063731790212
CCAR2,26.9238838211854,26.2703138642724,25.7868855827922,26.1582312249853,26.5436703736097,26.4260001811307,26.557598787132,25.9198669710686,26.5643166338084,26.8834360736511,26.5053672129135,26.8446973371439,27.0758189255147,27.3999075067182,27.8460732981837,27.5758575027029,27.102394973508,27.3051297848473,26.9314558543711,27.0544483190794
CCDC47,24.5228889431519,24.3675971157997,23.4705520001163,24.619636999982,21.743680473806,24.1120347305481,20.8312376255976,17.7007249216215,24.9537588089582,21.2343691789861,24.3693289628641,24.7859133742904,21.9615600957493,25.1049358988851,25.1304162813625,25.2167488180281,24.9225234297212,25.7310703833858,22.3868246730449,24.9565530543195
CCDC6,23.1918419246345,22.7755046911992,23.6595406721478,24.6211472948335,22.9712581719599,23.2102854828983,20.9951302454068,19.0620095181006,23.4636295088629,23.0320939836377,20.3757372235118,25.9796957464584,25.1273098625706,25.4236781219768,26.0120343721676,25.6241631496097,23.3320806331043,25.8415336360821,21.3152567797632,25.3675971157997
CCS,25.4071723140088,23.907580781927,25.6793587501551,25.1889186940064,25.253821234083,25.2717035208648,25.1173954796119,24.8176796959906,24.9708824629018,25.3703271605382,25.5718135055465,25.0200494242879,25.0049603853771,24.7549612872036,25.5177628460633,25.1341038332354,25.3760037368973,25.4577939149301,22.0648716342417,25.2520893503696
CCT2,28.7159743974924,28.5763982497354,28.1745520854339,28.6892585880582,28.5131834428145,28.5838757917922,28.6519496505287,28.4794270753826,28.8159222761722,28.6067846639682,28.8132943599664,28.9330612116868,28.9368843375102,29.1226524661946,29.3279806929045,29.2249482506069,28.8782701916714,29.1332514342485,28.9369966291598,29.0973046816461
CCT3,29.1794248954009,28.8679709470492,28.4596319176161,28.702364586246,28.9899662467005,28.9016456920515,28.8603237965666,28.4569327680152,28.7089225269585,29.0488480293781,29.2412495462478,29.1550635225065,28.7759291125454,29.256041676535,29.7229756858019,29.4751611137914,29.3633168736015,29.1866207509798,29.0246955846316,29.431055730725
CCT4,27.6179990610676,27.8318316128931,27.4872313685482,27.9644408187874,27.7701422219925,27.7996502990373,28.0966765544687,27.6042060567325,28.2044315925261,27.9545466242509,28.0538789125149,28.341935116276,27.876134230749,28.4307367885532,28.6935518807354,28.3579171992067,28.3629408072339,28.2650817530938,28.3403228819136,28.4707661620357
CCT5,28.7922831188739,28.7445801179298,28.4340821698571,28.8515938406891,28.7101385628537,28.7841292886675,28.6713491790974,28.3682801114614,28.7593558441414,28.8710008622027,29.0790279154012,29.0070477188122,28.6249509799166,28.9324981318284,29.3757966524752,29.2189808370924,28.6753258691068,28.9025659799589,29.1117015084438,29.1459848380352
CCT6A,27.922353290557,27.7823179952207,27.7428469193808,28.123170697786,27.9171259230263,27.9756347661807,27.8459537014796,27.6425127239,28.0672778554286,28.0261741346364,27.9443606912968,28.4260241829115,27.9681817933813,28.4252639325638,28.6854538518983,28.5905654642579,28.4678935038638,28.3322772623621,28.2803409773256,28.4358711524873
